DOE_ID,ScanLevel,P1_MPa,P2_MPa,W_kW,Cp_mg_L,Recovery,RecoveryError,TargetMet,PhysicalFeasible,Success,RootEvalCount,Runtime_s,FailureReason,SelectedBest
1519,coarse,6.05933930441562,6.80977286316808,95.9482349819296,489.117773501836,0.491707140969109,2.39457209672e-07,1,1,1,11,8.3195378,,0
1519,coarse,6.1393629006865,6.7509112824299,94.2324510932131,491.998332909087,0.491707074051639,1.72539739384803e-07,1,1,1,11,8.3955474,,0
1519,coarse,6.21938649695737,6.69225357239982,92.5831014681037,494.887396993037,0.491707094107016,1.92595116466077e-07,1,1,1,10,8.4943274,,0
1519,coarse,6.29941009322824,6.63371756222738,90.9976947492496,497.782074474815,0.49170694435,4.28381005668221e-08,1,1,1,10,8.3895114,,0
1519,coarse,6.37943368949911,6.57529435271156,90.3844636948615,500.675442831906,0.491711685843128,4.78433122835797e-06,1,0,1,8,7.00507,,0
1519,coarse,6.45945728576998,6.51661229900955,90.6568218664284,503.571587112269,0.491706925549176,2.40372762250196e-08,1,0,1,12,10.28227,,0
1519,coarse,6.53948088204085,6.45776490936276,90.9888938290538,506.455640081073,0.49170691448756,1.29756601019437e-08,1,0,1,12,10.7268529,,0
1519,coarse,6.61950447831172,6.39847154167208,91.378287561407,509.322692598757,0.491706907040459,5.52855977664635e-09,1,0,1,11,9.0064526,,0
1519,coarse,6.69952807458259,NaN,NaN,NaN,NaN,NaN,0,0,0,5,4.109386,recovery_not_bracketed_in_P2,0
1519,coarse,6.77955167085346,NaN,NaN,NaN,NaN,NaN,0,0,0,5,4.1773118,recovery_not_bracketed_in_P2,0
1519,coarse,6.85957526712433,NaN,NaN,NaN,NaN,NaN,0,0,0,5,4.3520531,recovery_not_bracketed_in_P2,0
1519,coarse,6.9395988633952,NaN,NaN,NaN,NaN,NaN,0,0,0,5,4.1701865,recovery_not_bracketed_in_P2,0
